"Country 2-digit ISO,""Country"",""Country appear"",""Region Code"",""Region name"",""NUTS name short"",""NUTS Name"",""Index"",""Component"",""CODE1"",""Component + code 1"",""Value"",""National value"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""OPPORTUNITY SUB-INDEX"",""Personal Rights"",""31"",""31. Personal Rights"",""57,1"",""55,8"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""OPPORTUNITY SUB-INDEX"",""Personal Freedom and Choice"",""32"",""32. Personal Freedom and Choice"",""76"",""75,8"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""OPPORTUNITY SUB-INDEX"",""Tolerance Inclusion"",""33"",""33. Tolerance Inclusion"",""68,3"",""69,2"""
"AT,""Austria"",""0"",""AT22"",""Steiermark"",""AT22 - Steiermark"",""AT22 - Steiermark"",""OPPORTUNITY SUB-INDEX"",""Advanced Education"",""34"",""34. Advanced Education"",""74,5"",""73,5"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""EU_SPI"",""EU SOCIAL PROGRESS INDEX"",""1"",""1. EU SOCIAL PROGRESS INDEX"",""74,3"",""74"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""BASIC SUB-INDEX"",""BASIC SUB-INDEX"",""10"",""10. BASIC SUB-INDEX"",""90,3"",""87,9"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""FOUNDATION SUB-INDEX"",""FOUNDATION SUB-INDEX"",""20"",""20. FOUNDATION SUB-INDEX"",""67,9"",""66,7"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""OPPORTUNITY SUB-INDEX"",""OPPORTUNITY SUB-INDEX"",""30"",""30. OPPORTUNITY SUB-INDEX"",""66"",""68,3"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""BASIC SUB-INDEX"",""Nutrition and Care"",""11"",""11. Nutrition and Care"",""89,4"",""87,6"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""BASIC SUB-INDEX"",""Water and Sanitation"",""12"",""12. Water and Sanitation"",""97,5"",""96,8"""
"AT,""Austria"",""0"",""AT31"",""Ober̦sterreich"",""AT31 - Ober̦sterreich"",""AT31 - Ober̦sterreich"",""BASIC SUB-INDEX"",""Shelter"",""13"",""13. Shelter"",""92,7"",""88,3"""
